bizid,Aid_Section,중위소득,homeless_Whether,school_year _system,1인가구 여부,신혼부부,농업인,소상공인,차상위계층,기초생활 및 생계급여
R2023040407099,-,-,-,-,-,-,-,-,-,-
R2023040407100,-,000~070,-,-,-,-,-,-,-,-
R2023040407101,-,-,-,-,-,-,-,-,-,-
R2023040407102,-,-,-,-,-,-,-,-,-,-
R2023040407103,-,-,-,-,-,-,-,-,-,-
R2023040407104,-,-,-,-,-,-,-,-,-,-
R2023040407105,-,-,-,-,-,-,-,-,-,-
R2023040407106,-,-,-,-,-,-,-,-,-,-
R2023040407107,-,-,-,-,-,-,-,-,-,-
R2023040407108,-,-,-,-,-,-,-,-,-,-
R2023040407109,-,-,-,-,-,-,-,-,-,-
R2023040407110,-,-,-,-,-,-,-,-,-,-
R2023040407111,-,-,-,-,-,-,-,-,-,-
R2023040407112,-,-,-,-,-,-,-,-,-,-
R2023040407113,-,-,-,-,-,-,-,-,-,-
R2023040407114,-,-,-,-,-,-,-,-,-,-
R2023040407115,-,-,-,-,-,-,-,-,-,-
R2023040407116,-,-,-,-,-,-,-,-,-,-
R2023040407117,-,-,-,-,-,-,-,-,-,-
R2023040407118,-,-,-,-,-,-,-,-,-,-
R2023040407119,-,-,-,-,-,-,-,-,-,-
R2023040407120,-,-,-,-,-,-,-,-,-,-
R2023040407121,-,-,-,-,-,-,-,-,-,-
R2023040407122,-,-,-,-,-,1,-,-,-,-
R2023040407123,-,-,-,-,-,-,-,-,-,-
R2023040407124,-,-,-,-,-,1,-,-,-,-
R2023040407125,-,-,1,-,-,1,-,-,-,-
R2023040407126,-,-,-,-,-,-,-,-,-,-
R2023040407127,-,-,-,-,-,-,-,-,-,-
R2023040407128,-,000~120,-,-,-,-,-,-,-,-
R2023040407129,-,-,-,-,-,-,-,-,-,-
R2023040407130,-,-,-,-,-,-,-,-,-,-
R2023040407131,-,-,-,-,-,-,-,-,-,-
R2023040407132,-,-,-,-,-,-,-,-,-,-
R2023040407133,-,-,-,-,-,-,-,-,-,-
R2023040407134,-,-,-,-,-,-,-,-,-,-
R2023040407135,-,-,-,-,-,-,-,-,-,-
R2023040407136,-,-,-,-,-,-,-,-,-,-
R2023040407137,-,-,-,-,-,-,-,-,-,-
R2023040407138,-,-,-,-,-,-,-,-,-,-
R2023040407139,-,-,-,-,-,-,-,-,-,-
R2023040407140,-,-,-,-,-,-,-,-,-,-
R2023040407141,-,-,-,-,-,-,-,-,-,-
R2023040407142,-,-,-,-,-,1,-,-,-,-
R2023040407143,-,-,-,-,-,-,-,-,-,-
R2023040407144,-,-,-,-,-,-,-,-,-,-
R2023040407145,-,-,-,-,-,-,-,-,-,-
R2023040407146,-,-,-,-,-,-,-,-,-,-
R2023040407147,-,-,-,-,-,-,-,-,-,-
R2023040407148,-,000~150,1,-,-,-,-,-,-,-
R2023040407149,-,-,-,-,-,-,-,-,-,-
R2023040407150,-,-,-,-,-,-,-,-,-,-
R2023040407151,-,-,-,-,-,-,-,-,-,-
R2023040407152,-,-,-,-,-,-,-,-,-,-
R2023040407153,-,-,-,-,-,-,-,-,-,-
R2023040407154,-,-,-,-,-,-,-,-,-,-
R2023040407155,-,-,-,-,-,-,-,-,-,-
R2023040407156,-,-,-,-,-,-,-,-,-,-
R2023040407157,-,-,-,-,-,-,-,-,-,-
R2023040407158,-,-,-,-,-,-,-,-,-,-
R2023040407159,-,-,-,-,-,-,-,-,-,-
R2023040407160,-,-,-,-,-,-,-,-,-,-
R2023040407161,-,-,-,-,-,-,-,-,-,-
R2023040407162,-,-,-,-,-,-,-,-,-,-
R2023040407163,-,-,-,-,-,-,-,-,-,-
R2023040407164,-,-,-,-,-,1,-,-,-,-
R2023040407165,-,-,-,-,-,-,-,-,-,-
R2023040407166,-,-,-,-,-,-,-,-,-,-
R2023040407167,-,-,-,-,-,-,-,-,-,-
R2023040407168,-,-,-,-,-,-,-,-,-,-
R2023040407169,-,-,-,-,-,-,-,-,-,-
R2023040407170,-,-,-,-,-,-,-,-,-,-
R2023040407171,-,-,-,-,-,-,-,-,-,-
R2023040407172,-,-,-,-,-,-,-,-,-,-
R2023040407173,-,-,-,-,-,-,-,-,-,-
R2023040407174,-,-,-,-,-,-,-,-,-,-
R2023040407175,-,-,-,-,-,-,-,-,-,-
R2023040407176,-,-,-,-,-,-,-,-,-,-
R2023040407177,-,-,-,-,-,-,1,-,-,-
R2023040407178,-,-,-,-,-,-,-,-,-,-
R2023040407179,-,-,-,-,-,-,-,-,-,-
R2023040407180,-,-,-,-,-,-,-,-,-,-
R2023040407181,-,-,-,-,-,-,-,-,-,-
R2023040407182,-,-,-,-,-,-,-,-,-,-
R2023040407183,-,-,-,-,-,-,1,-,-,-
R2023040407184,-,-,-,-,-,-,1,-,-,-
R2023040407185,-,-,-,-,-,-,-,-,-,-
R2023040407186,-,-,-,-,-,-,-,-,-,-
R2023040407187,-,-,-,-,-,-,-,-,-,-
R2023040407188,-,-,-,-,-,-,-,-,-,-
R2023040407189,-,-,-,-,-,-,-,-,-,-
R2023040407190,-,-,-,-,-,-,-,-,-,-
R2023040407191,-,-,-,-,-,-,-,-,-,-
R2023040407192,-,-,-,-,-,-,-,-,-,-
R2023040407193,-,-,-,-,-,-,-,-,-,-
R2023040407194,-,-,-,-,-,-,-,-,-,-
R2023040407195,-,-,-,-,-,-,-,-,-,-
R2023040407196,-,-,-,-,-,-,-,-,-,-
R2023040407197,-,-,-,-,-,-,-,-,-,-
R2023040407198,-,-,-,-,-,-,-,-,-,-
R2023040407199,-,-,-,-,-,-,-,-,-,-
R2023040407200,-,-,-,-,-,-,-,-,-,-
R2023040407201,-,-,-,-,-,-,-,-,-,-
R2023040407202,-,-,-,-,-,-,-,-,-,-
R2023040407203,-,-,-,-,-,-,-,-,-,-
R2023040407204,-,-,-,-,-,-,1,-,-,-
R2023040407205,-,-,-,4,-,-,-,-,-,-
R2023040407206,-,-,-,-,-,-,-,-,-,-
R2023040407207,-,-,-,-,-,-,-,-,-,-
R2023040407208,-,-,-,-,-,-,-,-,-,-
R2023040407209,-,-,-,-,-,-,-,-,-,-
R2023040407210,-,-,-,-,-,-,-,-,-,-
R2023040407211,-,-,-,-,-,-,-,-,-,-
R2023040407212,-,-,-,-,-,-,-,-,-,-
R2023040407213,-,-,-,-,-,-,-,-,-,-
R2023040407214,-,-,-,-,-,-,-,-,-,-
R2023040407215,-,-,-,-,-,-,-,-,-,-
R2023040407216,-,-,-,-,-,-,-,-,-,1
R2023040407217,-,-,-,-,-,-,-,-,1,-
R2023040407218,-,000~050,-,-,-,-,-,-,-,-
R2023040407219,-,050~150,-,-,-,-,-,-,-,-
R2023040407220,-,-,-,-,-,-,-,-,-,-
R2023040407221,-,-,-,-,-,-,-,-,-,-
R2023040407222,-,-,-,-,-,-,-,-,-,-
R2023040407223,-,-,-,-,-,-,-,-,-,-
R2023040407224,-,-,-,-,-,-,-,-,-,-
R2023040407225,-,-,-,-,-,-,-,-,-,-
R2023040407226,-,-,-,-,-,-,-,-,-,-
R2023040407227,-,-,-,-,-,-,-,-,-,-
R2023040407228,-,-,-,-,-,-,-,-,-,-
R2023040407229,-,-,-,-,-,-,-,-,-,-
R2023040407230,-,-,-,-,-,-,-,-,-,-
R2023040407231,-,-,-,-,-,-,-,-,-,-
R2023040407232,-,-,-,-,-,-,-,-,-,-
R2023040407233,-,-,-,-,-,-,-,-,-,-
R2023040407234,-,-,-,-,-,-,-,-,-,-
R2023040407235,-,-,-,-,-,-,-,-,-,-
R2023040407236,-,-,-,-,-,-,1,-,-,-
R2023040407237,-,-,-,-,-,-,-,-,-,-
R2023040407238,-,-,-,-,-,-,-,-,-,-
R2023040407239,-,-,-,-,-,-,-,-,-,-
R2023040407240,-,-,-,-,-,-,-,-,-,-
R2023040407241,-,-,-,-,-,-,1,-,-,-
R2023040407242,-,-,-,-,-,-,-,-,-,-
R2023040407243,-,-,-,-,-,-,-,-,-,-
R2023040407244,-,-,-,-,-,-,-,-,-,-
R2023040407245,-,-,-,-,-,-,-,-,-,-
R2023040407246,-,-,-,-,-,-,-,-,-,-
R2023040407247,-,-,-,-,-,-,1,-,-,-
R2023040407248,-,-,-,-,-,-,-,-,-,-
R2023040407249,-,-,-,-,-,-,-,-,-,-
R2023040407250,-,-,-,-,-,-,-,-,-,-
R2023040407251,-,-,-,-,-,-,-,-,-,-
R2023040407252,-,-,-,-,-,-,-,-,-,-
R2023040407253,-,-,-,-,-,-,-,-,-,-
R2023040407254,-,-,-,-,-,-,-,-,-,-
R2023040407255,-,-,-,-,-,-,-,-,-,-
R2023040407256,-,-,-,-,-,-,-,-,-,-
R2023040407257,-,-,-,-,-,-,-,-,-,-
R2023040407258,-,-,-,-,-,-,-,-,-,-
R2023040407259,-,-,-,-,-,-,-,-,-,-
R2023040407260,-,-,-,-,-,-,-,-,-,-
R2023040407261,-,-,-,-,-,-,-,-,-,-
R2023040407262,-,-,-,-,-,-,-,-,-,-
R2023040407263,-,-,-,-,-,-,-,-,-,-
R2023040407264,-,-,-,-,-,-,-,-,-,-
R2023040407265,-,-,-,-,-,-,-,-,-,-
R2023040407266,-,-,-,-,-,-,-,-,-,-
R2023040407267,-,-,-,-,-,-,-,-,-,-
R2023040407268,-,-,-,-,-,-,-,-,-,-
R2023040407269,-,-,-,-,-,-,1,-,-,-
R2023040407270,-,-,-,-,-,-,-,-,-,-
R2023040407271,-,-,-,-,-,-,-,-,-,-
R2023040407272,-,-,-,-,-,-,-,-,-,-
R2023040407273,-,-,-,-,-,-,-,-,-,-
R2023040407274,-,-,-,-,-,-,-,-,-,-
R2023040407275,-,000~060,1,-,-,-,-,-,-,-
R2023040407276,-,-,1,-,-,1,-,-,-,-
R2023040407277,-,-,-,-,-,-,-,-,-,-
R2023040407278,-,-,-,-,-,-,-,-,-,-
R2023040407279,-,-,-,-,-,-,-,-,-,-
R2023040407280,-,-,-,-,-,-,-,-,-,-
R2023040407281,-,-,-,-,-,-,-,-,-,-
R2023040407282,-,-,-,-,-,-,-,-,-,-
R2023040407283,-,-,-,-,-,-,1,-,-,-
R2023040407284,-,-,-,-,-,-,-,-,-,-
R2023040407285,-,-,-,-,-,-,-,-,-,-
R2023040407286,-,-,-,-,-,-,1,-,-,-
R2023040407287,-,-,-,-,-,-,-,-,-,-
R2023040407288,-,-,-,-,-,-,1,-,-,-
R2023040407289,-,-,-,-,-,-,-,-,-,-
R2023040407290,-,-,-,-,-,-,-,-,-,-
R2023040407291,-,-,-,-,-,-,-,-,-,-
R2023040407292,-,-,-,-,-,-,-,-,-,-
R2023040407293,-,000~120,-,-,-,-,-,-,-,-
R2023040407294,-,-,-,-,-,-,-,-,-,-
R2023040407295,-,-,-,-,-,-,-,-,-,-
R2023040407296,-,-,-,-,-,-,-,-,-,-
R2023040407297,-,-,-,-,-,-,-,-,-,-
R2023040407298,-,-,-,-,-,-,-,-,-,-
R2023040407299,-,-,-,-,-,-,-,-,-,-
R2023040407300,-,-,-,-,-,-,-,-,-,-
R2023040407301,-,-,-,-,-,-,-,-,-,-
R2023040407302,-,-,-,-,-,-,-,-,-,-
R2023040407303,-,-,-,-,-,-,-,-,-,-
R2023040407304,-,-,-,-,-,-,-,-,-,-
R2023040407305,-,000~150,-,-,-,-,-,-,-,-
R2023040407306,-,-,-,-,-,-,-,-,-,-
R2023040407307,-,-,-,-,-,-,-,-,-,-
R2023040407308,-,-,-,-,-,-,-,-,-,-
R2023040407309,-,-,-,-,-,-,-,-,-,-
R2023040407310,-,-,-,-,-,-,-,-,-,-
R2023040407311,-,-,-,-,-,-,-,-,-,-
R2023040407312,-,-,-,-,-,-,-,-,-,-
R2023040407313,-,-,-,-,-,-,-,-,-,-
R2023040407314,-,-,-,2,-,-,-,-,-,-
R2023040407315,-,-,-,-,-,-,-,-,-,-
R2023040407316,-,-,-,-,-,-,-,-,-,-
R2023040407317,-,-,-,-,-,-,-,-,-,-
R2023040407318,-,-,-,-,-,-,-,-,-,-
R2023040407319,-,-,-,-,-,-,-,-,-,-
R2023040407320,-,-,-,-,-,-,-,-,-,-
R2023040407321,-,-,-,-,-,-,-,-,-,-
R2023040407322,-,-,-,-,-,-,-,-,-,-
R2023040407323,-,-,-,-,-,-,-,-,-,-
R2023040407324,-,-,-,-,-,-,-,-,-,-
R2023040407325,-,-,-,-,-,-,-,-,-,-
R2023040407326,-,-,-,-,-,-,-,-,-,-
R2023040407327,-,-,-,-,-,-,-,-,-,-
R2023040407328,-,-,-,-,-,-,-,-,-,-
R2023040407329,-,-,-,-,-,-,-,-,-,-
R2023040407330,-,-,-,-,-,-,-,-,-,-
R2023040407331,-,-,-,-,-,-,-,-,-,-
R2023040407332,-,-,-,-,-,-,-,-,-,-
R2023040407333,-,-,-,-,-,-,-,-,-,-
R2023040407334,-,-,-,-,-,-,1,-,-,-
R2023040407335,-,-,-,-,-,-,-,-,-,-
R2023040407336,-,-,-,-,-,-,-,-,-,-
R2023040407337,-,-,-,-,-,-,-,-,-,-
R2023040407338,-,-,-,-,-,-,-,-,-,-
R2023040407339,-,-,-,-,-,-,-,-,-,-
R2023040407340,-,-,-,-,-,-,-,-,-,-
R2023040407341,-,-,-,-,-,-,-,-,-,-
R2023040407342,-,-,1,-,-,1,-,-,-,-
R2023040407343,-,-,-,-,-,-,-,-,-,-
R2023040407344,-,-,-,-,-,-,-,-,-,-
R2023040407345,-,-,-,-,-,-,-,-,-,-
R2023040407346,-,-,-,-,-,-,-,-,-,-
R2023040407347,-,-,-,-,-,-,-,-,-,-
R2023040407348,-,-,-,-,-,-,-,-,-,-
R2023040407349,-,-,-,-,-,-,-,-,-,-
R2023040407350,-,-,-,-,-,-,1,-,-,-
R2023040407351,-,-,-,-,-,-,-,-,-,-
R2023040407352,-,-,-,-,-,-,-,-,-,-
R2023040407353,-,-,-,-,-,-,1,-,-,-
R2023040407354,-,-,-,-,-,-,-,-,-,-
R2023040407355,-,-,-,-,-,-,-,-,-,-
R2023040407356,-,-,-,-,-,-,-,-,-,-
R2023040407357,-,-,-,-,-,-,-,-,-,-
R2023040407358,-,-,-,-,-,-,-,-,-,-
R2023040407359,-,-,-,-,-,-,-,-,-,-
R2023040407360,-,-,-,-,-,-,-,-,-,-
R2023040407361,-,-,-,-,-,-,-,-,-,-
R2023040407362,-,-,-,-,-,-,-,-,-,-
R2023040407363,-,-,1,-,-,-,-,-,-,-
R2023040407364,-,-,-,-,-,-,1,-,-,-
R2023040407365,-,-,1,-,-,-,-,-,-,-
R2023040407366,-,-,-,-,-,-,-,-,-,-
R2023040407367,-,-,-,-,-,-,-,-,-,-
R2023040407368,-,-,-,2,-,-,-,-,-,-
R2023040407369,-,-,-,-,-,-,-,-,-,-
R2023040407370,-,-,-,-,-,-,-,-,-,-
R2023040407371,-,-,-,-,-,-,-,-,-,-
R2023040407372,-,-,-,-,-,-,-,-,-,-
R2023040407373,-,-,-,-,-,-,-,-,-,-
R2023040407374,-,-,-,-,-,-,-,-,-,-
R2023040407375,-,-,-,-,-,-,-,-,-,-
R2023040407376,-,-,-,-,1,-,-,-,-,-
R2023040407377,-,-,-,-,-,1,-,-,-,-
R2023040407378,-,-,-,-,-,-,-,-,-,-
R2023040407379,-,-,-,-,-,-,-,-,-,-
R2023040407380,-,-,-,-,-,-,-,-,-,-
R2023040407381,-,-,-,-,-,-,-,-,-,-
R2023040407382,-,-,-,-,-,-,-,-,-,-
R2023040407383,-,-,-,-,-,1,-,-,-,-
R2023040407384,-,-,-,-,-,-,-,-,-,-
R2023040407385,-,-,-,-,-,-,-,-,-,-
R2023040407386,-,-,-,-,-,-,-,-,-,-
R2023040407387,-,-,-,-,-,-,-,-,-,-
R2023040407388,-,-,-,-,-,-,-,-,-,-
R2023040407389,-,-,-,-,-,-,-,-,-,-
R2023040407390,-,-,-,-,-,-,-,-,-,-
R2023040407391,-,-,-,-,-,-,-,-,-,-
R2023040407392,-,-,1,-,-,-,-,-,-,-
R2023040407393,-,-,-,-,-,-,1,-,-,-
R2023040407394,-,-,-,-,-,-,-,-,-,-
R2023040407395,-,-,-,-,-,-,-,-,-,-
R2023040407396,-,-,-,-,-,-,-,-,-,-
R2023040407397,-,-,-,-,-,-,-,-,-,-
R2023040407398,-,-,-,-,-,-,-,-,-,-
R2023040407399,-,-,-,-,-,-,-,-,-,-
R2023040407400,-,-,-,-,-,-,-,-,-,-
R2023040407401,-,-,-,-,-,-,-,-,-,-
R2023040407402,-,-,-,-,-,-,-,-,-,-
R2023040407403,-,-,-,-,-,-,-,-,-,-
R2023040407404,-,-,-,-,-,-,-,-,-,-
R2023040407405,-,-,-,-,-,-,-,-,-,-
R2023040407406,-,-,-,-,-,-,-,-,-,-
R2023040407407,-,-,-,-,-,-,-,-,-,-
R2023040407408,-,-,-,-,-,-,-,-,-,-
R2023040407409,-,-,-,-,-,-,-,-,-,-
R2023040407410,-,-,-,-,-,-,-,-,-,-
R2023040407411,-,-,-,-,-,-,-,-,-,-
R2023040407412,-,-,-,-,-,-,-,-,-,-
R2023040407413,-,-,-,-,-,-,-,-,-,-
R2023040407414,-,-,-,-,-,-,-,-,-,-
R2023040407415,-,-,-,-,-,-,-,-,-,-
R2023040407416,-,-,-,-,-,-,-,-,-,-
R2023040407417,-,-,-,-,-,-,-,-,-,-
R2023040407418,-,-,-,-,-,-,-,-,-,-
R2023040407419,-,-,-,-,-,-,-,-,-,-
R2023040407420,-,-,1,-,-,-,-,-,-,-
R2023040407421,-,-,-,-,-,-,-,-,-,-
R2023040407422,-,-,-,-,-,-,-,-,-,-
R2023040407423,-,-,-,-,-,-,-,-,-,-
R2023040407424,-,-,-,-,-,-,-,-,-,-
R2023040407425,-,-,-,-,-,-,-,-,-,-
R2023040407426,-,-,-,-,-,-,-,-,-,-
R2023040407427,-,-,-,-,-,-,-,-,-,-
R2023040407428,-,-,-,-,-,-,-,-,-,-
R2023040407429,-,-,-,-,-,-,-,-,-,-
R2023040407430,-,-,-,-,-,-,-,-,-,-
R2023040407431,-,-,-,-,-,-,-,-,-,-
R2023040407432,-,-,-,-,-,-,-,-,-,-
R2023040407433,-,-,-,-,-,-,-,-,-,-
R2023040407434,-,-,-,-,-,-,-,-,-,-
R2023040407435,-,-,-,-,-,-,-,-,-,-
R2023040407436,-,-,-,-,-,-,-,-,-,-
R2023040407437,-,-,-,-,-,-,-,-,-,-
R2023040407438,-,-,-,-,-,-,-,-,-,-
R2023040407439,-,-,-,-,-,-,-,-,-,-
R2023040407440,-,-,-,-,-,-,1,-,-,-
R2023040407441,-,-,-,-,-,-,-,-,-,-
R2023040407442,-,-,-,-,-,-,-,-,-,-
R2023040407443,-,-,-,-,-,-,-,-,-,-
R2023040407444,-,-,-,-,-,-,-,-,-,-
R2023040407445,-,-,-,-,-,-,-,-,-,-
R2023040407446,-,-,-,-,-,-,-,-,-,-
R2023040407447,-,-,-,-,-,-,-,-,-,-
R2023040407448,-,-,-,-,-,-,-,-,-,-
R2023040407449,-,-,-,-,-,-,-,-,-,-
R2023040407450,-,-,-,-,-,-,-,-,-,-
R2023040407451,-,-,-,-,-,-,-,-,-,-
R2023040407452,-,-,-,-,-,-,-,-,-,-
R2023040407453,-,-,-,-,-,-,-,-,-,-
R2023040407454,-,-,-,-,-,-,-,-,-,-
R2023040407455,-,-,-,-,-,-,-,-,-,-
R2023040407456,-,-,-,-,-,-,1,-,-,-
R2023040407457,-,-,-,-,-,-,-,-,-,-
R2023040407458,-,-,-,-,-,-,-,-,-,-
R2023040407459,-,-,1,-,1,-,-,-,-,-
R2023040407460,-,-,-,-,-,-,1,-,-,-
R2023040407461,-,-,-,-,-,-,-,-,-,-
R2023040407462,-,-,-,-,-,-,-,-,-,-
R2023040407463,-,-,-,-,-,-,1,-,-,-
R2023040407464,-,-,-,-,-,-,-,-,-,-
R2023040407465,-,-,-,-,-,-,-,-,-,-
R2023040407466,-,-,-,-,-,-,-,-,-,-
R2023040407467,-,-,-,-,-,-,-,-,-,-
R2023040407468,-,-,-,-,-,-,-,-,-,-
R2023040407469,-,-,-,-,-,-,-,-,-,-
R2023040407470,-,-,-,-,-,-,-,-,-,-
R2023040407471,-,-,-,-,-,-,-,-,-,-
R2023040407472,-,-,-,-,-,-,-,-,-,-
R2023040407473,-,-,-,-,-,-,-,-,-,-
R2023040407474,-,-,-,-,-,-,-,-,-,-
R2023040407475,-,-,-,-,-,-,-,-,-,-
R2023040407476,-,-,-,-,-,-,-,-,-,-
R2023040407477,-,-,-,-,-,-,-,-,-,-
R2023040407478,-,-,-,-,-,-,-,-,-,-
R2023040407479,-,-,-,-,-,-,-,-,-,-
R2023040407480,-,-,-,-,-,-,-,-,-,-
R2023040407481,-,-,-,-,-,-,-,-,-,-
R2023040407482,-,-,-,-,-,-,-,-,-,-
R2023040407483,-,-,-,-,-,-,-,-,-,-
R2023040407484,-,-,-,-,-,-,-,-,-,-
R2023040407485,-,-,-,-,-,-,-,-,-,-
R2023040407486,-,-,-,-,-,-,-,-,-,-
R2023040407487,-,-,1,-,-,-,-,-,-,-
R2023040407488,-,-,-,-,-,-,-,-,-,-
R2023040407489,-,-,-,-,-,-,-,-,-,-
R2023040407490,-,-,-,-,-,-,-,-,-,-
R2023040407491,-,-,-,-,-,-,-,-,-,-
R2023040407492,-,-,-,-,-,-,-,-,-,-
R2023040407493,-,-,-,-,-,-,1,-,-,-
R2023040407494,-,-,-,-,-,-,-,-,-,-
R2023040407495,-,-,-,-,-,-,-,-,-,-
R2023040407496,-,-,-,-,-,-,-,-,-,-
R2023040407497,-,-,1,-,-,-,-,-,-,-
R2023040407498,-,-,-,-,-,-,-,-,-,-
R2023040407499,-,-,-,-,-,-,-,-,-,-
R2023040407500,-,-,-,-,-,-,-,-,-,-
R2023040407501,-,-,-,-,-,-,-,-,-,-
R2023040407502,-,-,-,-,-,-,-,-,-,-
R2023040407503,-,-,-,-,-,-,-,-,-,-
R2023040407504,-,-,-,-,-,-,-,-,-,-
R2023040407505,-,-,-,-,-,-,-,-,-,-
R2023040407506,-,-,-,-,-,-,1,-,-,-
R2023040407507,-,-,-,-,-,-,-,-,-,-
R2023040407508,-,-,-,-,-,-,-,-,-,-
R2023040407509,-,-,-,-,-,-,-,-,-,-
R2023040407510,-,-,-,-,-,-,-,-,-,-
R2023040407511,-,-,-,-,-,-,-,-,-,-
R2023040407512,-,-,-,-,-,-,-,-,-,-
R2023040407513,-,-,-,-,-,-,-,-,-,-
R2023040407514,-,-,-,-,-,-,-,-,-,-
R2023040407515,-,-,-,-,-,-,-,-,-,-
R2023040407516,-,-,-,-,-,-,-,-,-,-
R2023040407517,-,-,-,-,-,-,1,-,-,-
R2023040407518,-,-,-,-,-,-,-,-,-,-
R2023040407519,-,-,-,-,-,-,-,-,-,-
R2023040407520,-,-,-,-,-,-,-,-,-,-
R2023040407521,-,-,-,-,-,-,-,-,-,-
R2023040407522,-,-,-,-,-,-,-,-,-,-
R2023040407523,-,-,-,-,-,-,-,-,-,-
R2023040407524,-,-,-,-,-,-,1,-,-,-
R2023040407525,-,-,-,-,-,-,1,-,-,-
R2023040407526,-,-,-,-,-,-,-,-,-,-
R2023040407527,-,-,-,-,-,-,-,-,-,-
R2023040407528,-,-,-,-,-,-,-,-,-,-
R2023040407529,-,-,-,-,-,-,-,-,-,-
R2023040407530,-,-,-,-,-,-,-,-,-,-
R2023040407531,-,-,-,-,-,-,-,-,-,-
R2023040407532,-,-,-,-,-,-,-,-,-,-
R2023040407533,-,-,-,-,-,-,-,-,-,-
R2023040407534,-,-,1,-,-,1,-,-,-,-
R2023040407535,-,-,-,-,-,-,-,-,-,-
R2023040407536,-,-,-,-,-,-,-,-,-,-
R2023040407537,-,-,-,-,-,-,-,-,-,-
R2023040407538,-,-,-,-,-,-,-,-,-,-
R2023040407539,-,-,-,4,-,-,-,-,-,-
R2023040407540,-,-,-,-,-,-,-,-,-,-
R2023040407541,-,-,-,-,-,-,-,-,-,-
R2023040407542,-,-,-,-,-,-,1,-,-,-
R2023040407543,-,-,-,-,-,-,-,-,-,-
R2023040407544,-,-,-,-,-,-,-,-,-,-
R2023040407545,-,-,-,-,-,-,-,-,-,-
R2023040407546,-,-,-,-,-,-,-,-,-,-
R2023040407547,-,-,-,-,-,-,-,-,-,-
R2023040407548,-,-,-,-,-,-,-,-,-,-
R2023040407549,-,-,-,-,-,-,-,-,-,-
R2023040407550,-,-,-,-,-,-,-,-,-,-
R2023040407551,-,-,-,-,-,-,-,-,-,-
R2023040407552,-,-,-,-,-,-,-,-,-,-
R2023040407553,-,-,-,-,-,-,-,-,-,-
R2023040407554,-,-,-,-,-,-,-,-,-,-
R2023040407555,-,-,-,-,-,-,-,-,-,-
R2023040407556,-,-,-,-,-,-,-,-,-,-
R2023040407557,-,-,-,-,-,-,-,-,-,-
R2023040407558,-,-,-,2,-,-,-,-,-,-
R2023040407559,-,-,-,-,-,-,1,-,-,-
R2023040407560,-,-,-,-,-,-,-,-,-,-
R2023040407561,-,-,-,-,-,-,-,-,-,-
R2023040407562,-,-,-,-,-,-,-,-,-,-
R2023040407563,-,-,-,-,-,-,1,-,-,-
R2023040407564,-,-,-,-,-,-,-,-,-,-
R2023040407565,-,-,-,-,-,-,-,-,-,-
R2023040407566,-,-,-,-,-,-,-,-,-,-
R2023040407567,-,-,-,-,-,-,-,-,-,-
R2023040407568,-,-,-,-,-,-,-,-,-,-
R2023040407569,-,-,-,-,-,-,-,-,-,-
R2023040407570,-,-,-,-,-,-,-,-,-,-
R2023040407571,-,-,-,-,-,-,-,-,-,-
R2023040407572,-,-,-,-,-,-,1,-,-,-
R2023040407573,-,-,-,-,-,-,-,-,-,-
R2023040407574,-,-,-,-,-,-,-,-,-,-
R2023040407575,-,-,-,-,-,-,-,-,-,-
R2023040407576,-,-,-,-,-,-,-,-,-,-
R2023040407577,-,-,-,-,-,-,-,-,-,-
R2023040407578,-,-,-,-,-,-,-,-,-,-
R2023040407579,-,-,1,-,-,-,-,-,-,-
R2023040407580,-,-,-,-,-,-,-,-,-,-
R2023040407581,-,-,-,-,-,-,-,-,-,-
R2023040407582,-,-,-,-,-,-,-,-,-,-
R2023040407583,-,-,-,-,-,-,-,-,-,-
R2023040407584,-,-,-,-,-,-,-,-,-,-
R2023040407585,-,-,-,-,-,-,-,-,-,-
R2023040407586,-,-,-,-,-,1,-,-,-,-
R2023040407587,-,-,-,-,-,-,-,-,-,-
R2023040407588,-,-,-,-,-,-,-,-,-,-
R2023040407589,-,-,-,-,-,-,-,-,-,-
R2023040407590,-,-,-,-,-,-,-,-,-,-
R2023040407591,-,000~150,-,-,-,-,-,-,-,-
R2023040407592,-,-,-,-,-,-,-,-,-,-
R2023040407593,-,-,-,-,-,-,-,-,-,-
R2023040407594,-,-,-,-,-,-,-,-,-,-
R2023040407595,-,-,-,-,-,-,-,-,-,-
R2023040407596,-,-,-,-,-,-,-,-,-,-
R2023040407597,-,-,-,-,-,-,-,-,-,-
R2023040407598,-,-,-,-,-,-,-,-,-,-
R2023040407599,-,-,-,-,-,-,-,-,-,-
R2023040407600,-,-,-,-,-,-,-,-,1,-
R2023040407601,-,-,-,-,-,-,-,-,-,-
R2023040407602,-,-,-,-,-,-,-,-,-,-
R2023040407603,-,-,-,-,-,-,-,-,-,-
R2023040407604,-,-,-,-,-,-,-,-,-,-
R2023040407605,-,-,-,-,-,-,-,-,-,-
R2023040407606,-,-,-,-,-,-,-,-,-,-
R2023040407607,-,-,-,-,-,-,-,-,-,-
R2023040407608,-,-,-,-,-,-,-,-,-,-
R2023040407609,-,-,-,-,-,-,-,-,-,-
R2023040407610,-,-,-,-,-,-,-,1,-,-
R2023040407611,-,-,1,-,1,-,-,-,-,-
R2023040407612,-,-,-,-,-,-,-,-,-,-
R2023040407613,-,-,-,-,-,-,-,-,-,-
