bizid,Aid_Section,중위소득,homeless_Whether,school_year _system,1인가구 여부,신혼부부,농업인,소상공인,차상위계층,기초생활 및 생계급여
R2023012501405,-,-,-,-,-,-,-,-,-,-
R2023012501406,-,-,-,-,-,-,-,-,-,-
R2023012501407,-,-,-,-,-,-,-,-,-,-
R2023012501408,-,-,-,-,-,-,-,-,-,-
R2023012501409,-,-,-,-,-,-,-,-,-,-
R2023012501410,-,-,-,-,-,-,-,-,-,-
R2023012501412,-,-,-,-,-,-,-,-,-,-
R2023012501413,-,-,-,-,-,-,-,-,-,-
R2023012501414,-,-,-,-,-,-,-,-,-,1
R2023012501421,-,-,-,-,-,-,-,-,-,-
R2023012501426,-,-,-,-,-,-,-,-,-,-
R2023012501429,-,-,-,-,-,-,-,-,-,-
R2023012501430,-,-,-,-,-,-,-,-,-,-
R2023012501431,-,-,-,-,-,-,-,-,-,-
R2023012501432,-,-,-,-,-,-,-,-,-,-
R2023012501433,-,-,-,-,-,-,-,-,-,-
R2023012501434,-,-,-,-,-,-,-,-,-,-
R2023012501435,-,-,-,-,-,-,-,-,-,-
R2023012501441,-,-,-,-,-,-,-,-,-,-
R2023012501442,-,-,-,-,-,-,-,-,-,-
R2023012501444,-,-,-,-,-,-,-,-,-,-
R2023012501445,-,-,-,-,-,-,-,-,-,-
R2023012501446,-,-,-,-,-,-,-,-,-,-
R2023012601461,-,-,-,-,-,-,-,-,-,-
R2023012601462,-,-,-,-,-,-,-,-,-,-
R2023012601473,-,-,-,-,-,-,-,-,-,-
R2023012601474,-,-,-,4,-,-,-,-,-,-
R2023012601481,-,-,-,-,-,-,-,-,-,-
R2023012601482,-,-,-,4,-,-,-,-,-,-
R2023012601483,-,-,-,4,-,-,-,-,-,-
R2023012601492,-,-,-,-,-,-,-,-,-,-
R2023012601493,-,-,-,-,-,-,-,-,-,-
R2023012601494,-,-,-,-,-,-,-,-,-,-
R2023012601495,-,-,-,-,-,-,-,-,-,-
R2023012601496,-,-,-,-,-,-,-,-,-,-
R2023012601497,-,-,-,-,-,-,-,-,-,-
R2023012701501,-,-,-,-,-,-,-,-,-,-
R2023012701502,8,-,-,-,-,-,-,-,-,-
R2023012701503,-,-,-,-,-,-,-,-,-,-
R2023012701521,-,-,-,-,-,-,-,-,-,-
R2023012701522,-,-,-,-,-,-,-,-,-,1
R2023012801541,-,-,-,-,-,-,-,-,-,-
R2023012801542,-,-,-,-,-,-,-,-,-,-
R2023012801544,-,-,-,-,-,-,-,-,-,-
R2023012801545,-,-,-,-,-,-,-,-,-,-
R2023012801546,-,-,-,-,-,-,-,1,-,-
R2023012801547,-,-,-,-,-,-,-,-,-,-
R2023012801562,-,-,-,-,-,-,1,-,-,-
R2023012801565,-,-,-,-,-,-,-,-,-,-
R2023012801568,-,-,-,-,-,-,-,1,-,-
R2023020301581,-,-,-,-,-,-,-,-,-,-
R2023020301582,-,-,-,-,-,-,-,-,-,-
R2023020301583,-,-,-,-,-,-,-,-,-,-
R2023020301584,-,-,-,-,-,-,-,-,-,-
R2023020301585,-,-,-,-,-,-,-,-,-,-
R2023020301588,-,-,-,-,-,-,-,-,-,-
R2023020301590,-,-,-,-,-,-,-,-,-,-
R2023020301601,-,-,-,-,-,-,-,-,-,-
R2023020301602,-,-,-,-,-,-,-,-,-,-
R2023020301604,-,-,-,-,-,-,-,-,-,-
R2023020301606,-,-,-,-,-,-,-,-,-,-
R2023020301607,-,-,-,-,-,-,-,-,-,-
R2023020301608,-,-,-,-,-,-,-,-,-,-
R2023021101667,-,-,-,-,-,-,-,-,-,-
R2023021101668,-,-,-,-,-,-,-,-,-,-
R2023021601682,-,-,-,-,-,-,-,-,-,-
R2023022401703,-,-,-,-,-,-,-,-,-,-
R2023030301781,-,-,-,-,-,-,-,-,-,-
R2023030401782,-,-,-,-,-,-,-,-,-,-
R2023030401783,-,-,-,-,-,-,-,-,-,-
R2023030401784,-,-,-,-,-,-,-,-,-,-
R2023030401785,-,-,-,-,-,-,-,-,-,-
R2023030401786,-,-,-,-,-,-,-,-,-,-
R2023030401801,-,-,-,-,-,-,-,-,-,-
R2023030401802,-,-,-,-,-,-,-,-,-,-
R2023030401803,-,-,-,-,-,-,-,-,-,-
R2023030401804,-,-,-,-,-,-,-,-,-,-
R2023030401805,-,-,-,-,-,-,-,-,-,-
R2023030401807,-,-,-,-,-,-,-,-,-,-
R2023030401808,-,-,-,-,-,-,-,-,-,-
R2023030401809,-,-,-,-,-,-,-,-,-,-
R2023030701821,-,-,-,-,-,-,-,-,-,-
R2023030701824,8,-,-,-,-,-,-,-,-,-
R2023030801881,-,-,-,-,-,-,-,-,-,-
R2023031001906,-,-,-,-,-,-,-,-,-,-
R2023031001907,-,-,-,-,-,-,-,-,-,-
R2023031001908,-,-,-,-,-,-,-,-,-,-
R2023031001909,-,-,-,-,-,-,-,-,-,-
R2023031001910,-,-,-,-,-,-,-,-,-,-
R2023031001911,-,-,-,-,-,-,-,-,-,-
R2023031001933,-,-,-,4,-,-,-,-,-,-
R2023031001935,-,-,-,-,-,-,-,-,-,-
R2023031001936,-,-,-,-,-,-,-,-,-,-
R2023031501941,-,-,-,-,-,-,-,-,-,-
R2023031501942,-,-,-,-,-,-,-,-,-,-
R2023031501961,-,-,-,-,-,-,-,-,-,-
R2023031705023,-,-,-,-,-,-,-,-,-,-
R2023031705024,-,-,-,-,-,-,-,-,-,-
R2023031900001,-,-,-,-,-,-,-,-,-,-
R2023031900002,-,-,-,-,-,-,-,-,-,-
R2023031900003,-,-,-,-,-,-,-,-,-,-
R2023031900004,-,-,-,-,-,-,-,-,-,-
R2023031900005,-,-,-,-,-,-,-,-,-,-
R2023031900006,-,-,-,-,-,-,-,-,-,-
R2023031900007,-,-,-,-,-,-,-,-,-,-
R2023031900008,-,-,-,-,-,-,-,-,-,-
R2023031900010,-,-,-,-,-,-,-,-,-,-
R2023031900011,-,-,-,-,-,-,-,-,-,-
R2023031900012,-,-,-,-,-,-,-,-,-,-
R2023031900013,-,-,-,-,-,-,-,-,-,-
R2023031900015,-,-,-,-,-,-,-,-,-,-
R2023031900016,-,-,-,-,-,-,-,-,-,-
R2023031900017,-,-,-,-,-,-,-,-,-,-
R2023031900018,-,-,-,-,-,-,-,-,-,1
R2023031900019,-,-,-,-,-,-,-,-,-,1
R2023031900020,-,-,-,-,-,-,-,-,-,-
R2023031900021,-,-,-,-,-,-,-,-,-,-
R2023031900022,-,-,-,-,-,-,-,-,-,-
R2023032102001,-,-,-,-,-,-,-,1,-,-
R2023032102003,-,-,-,-,-,-,-,-,-,-
R2023032102021,-,-,-,-,-,-,-,-,-,-
R2023032202044,-,-,-,-,-,-,-,-,-,-
R2023032202066,-,-,-,-,-,-,-,-,-,-
R2023032202067,-,-,-,-,-,-,-,-,-,-
R2023032302051,-,-,-,-,-,-,-,-,-,-
R2023032302053,-,-,1,-,-,-,-,-,-,-
R2023032302071,-,-,-,-,-,-,-,-,-,-
R2023032302085,-,-,-,-,-,-,-,-,-,-
R2023032302086,-,-,-,-,-,-,-,-,-,-
R2023032705043,-,-,-,-,-,-,-,-,-,-
R2023032705044,-,000~150,-,-,-,-,-,-,1,1
R2023032705045,-,-,-,-,-,-,-,-,-,-
R2023032705046,-,-,-,-,-,-,-,-,-,-
R2023032705047,-,000~150,-,-,-,-,-,-,-,-
R2023032705063,-,050~150,-,-,-,-,-,-,-,-
R2023032802122,-,-,-,-,-,-,-,-,-,-
R2023032802141,-,-,-,-,-,-,-,-,-,-
R2023040102221,-,-,-,-,-,-,-,-,1,1
R2023040406723,-,-,-,-,-,-,-,-,-,-
R2023040406724,-,-,-,-,-,-,-,-,-,-
R2023040406725,-,-,-,-,-,-,-,-,1,-
R2023040406726,-,-,-,-,-,-,-,-,-,-
R2023040406727,-,-,-,-,-,-,-,-,-,-
R2023040406728,-,-,-,-,-,-,-,-,-,-
R2023040406729,-,-,-,-,-,-,-,-,-,-
R2023040406730,-,-,-,-,-,-,-,-,-,-
R2023040406731,-,-,-,-,-,-,-,-,-,-
R2023040406732,-,-,-,-,-,-,-,-,-,-
R2023040406733,-,-,-,-,-,-,-,-,-,-
R2023040406734,-,-,-,-,-,-,-,-,-,-
R2023040406735,-,-,-,-,-,-,-,-,-,-
R2023040406736,-,-,-,-,-,-,-,-,-,-
R2023040406737,-,-,-,-,-,-,-,-,-,-
R2023040406738,-,-,-,-,-,-,-,-,-,-
R2023040406739,-,-,-,-,-,-,-,-,-,-
R2023040406740,-,-,-,-,-,-,-,-,-,-
R2023040406741,-,-,-,-,-,-,-,-,-,-
R2023040406742,-,-,-,-,-,-,-,-,-,-
R2023040406743,-,-,-,-,-,-,-,-,-,-
R2023040406744,-,-,-,-,-,-,-,-,-,-
R2023040406745,-,-,-,-,-,-,-,-,-,-
R2023040406746,-,-,-,-,-,-,-,-,-,-
R2023040406747,-,-,-,-,-,-,-,-,-,-
R2023040406748,-,-,-,-,-,-,-,-,-,-
R2023040406749,-,-,-,-,-,-,-,-,1,1
R2023040406750,-,-,-,-,-,-,-,-,-,-
R2023040406751,-,-,-,-,-,-,-,-,-,-
R2023040406752,-,-,-,-,-,-,-,-,-,-
R2023040406753,-,-,-,-,-,-,-,-,-,-
R2023040406754,-,-,-,-,-,-,-,-,-,-
R2023040406755,-,-,-,-,-,-,-,-,-,-
R2023040406756,-,-,-,-,-,-,-,-,-,-
R2023040406757,-,-,-,-,-,-,-,-,-,-
R2023040406758,-,-,-,-,-,-,-,-,-,-
R2023040406759,-,-,-,-,-,-,-,-,-,-
R2023040406760,-,-,-,-,-,-,-,-,-,-
R2023040406761,-,-,-,-,-,-,-,-,-,-
R2023040406762,-,-,-,-,-,-,-,-,-,-
R2023040406763,-,-,-,-,-,-,-,-,-,-
R2023040406764,-,-,-,-,-,-,-,-,-,-
R2023040406765,-,-,-,-,-,-,-,-,-,-
R2023040406766,-,-,-,-,-,-,-,-,-,-
R2023040406767,-,-,-,-,-,-,-,-,-,-
R2023040406768,-,-,-,-,-,-,-,-,-,-
R2023040406769,-,-,-,-,-,-,-,-,-,-
R2023040406770,-,-,-,-,-,-,-,-,1,1
R2023040406771,-,-,-,-,-,-,-,-,-,-
R2023040406772,-,-,-,-,-,-,-,-,-,-
R2023040406773,-,-,-,-,-,-,-,-,-,-
R2023040406774,-,-,-,-,-,-,-,-,-,-
R2023040406775,-,-,-,-,-,-,-,-,-,-
R2023040406776,-,-,-,-,-,-,-,-,-,-
R2023040406777,-,-,-,-,-,-,-,-,-,-
R2023040406778,-,-,-,-,-,-,-,-,-,-
R2023040406779,-,-,-,-,-,-,-,-,-,-
R2023040406780,-,-,-,-,-,-,-,-,-,-
R2023040406781,-,-,-,-,-,-,-,-,-,-
R2023040406782,-,-,-,-,-,-,-,-,-,-
R2023040406783,-,-,-,-,-,-,-,-,-,-
R2023040406784,-,-,-,-,-,-,-,-,-,-
R2023040406785,-,-,-,-,-,-,-,-,-,-
R2023040406786,-,-,-,-,-,-,-,-,-,-
R2023040406787,-,-,-,-,-,-,-,-,-,-
R2023040406788,-,-,-,-,-,-,-,-,-,-
R2023040406789,-,-,-,-,-,-,-,1,-,-
R2023040406790,-,-,-,-,-,-,-,-,-,-
R2023040406791,-,-,-,-,1,-,-,-,-,-
R2023040406792,-,-,-,-,-,-,-,-,-,-
R2023040406793,-,-,-,-,-,-,-,-,-,-
R2023040406794,-,-,-,-,-,-,-,-,-,-
R2023040406795,-,-,-,-,-,-,-,-,-,-
R2023040406796,-,-,-,-,-,-,-,-,1,-
R2023040406797,-,-,-,-,-,-,-,-,-,-
R2023040406798,-,-,-,-,-,-,-,-,-,-
R2023040406799,-,-,-,-,-,-,-,-,-,-
R2023040406800,-,-,-,-,-,-,-,-,-,-
R2023040406801,-,-,-,-,-,-,-,-,-,-
R2023040406802,-,-,-,-,-,-,-,-,-,-
R2023040406803,-,-,-,-,-,-,-,-,-,-
R2023040406804,-,-,-,-,-,-,-,-,-,-
R2023040406805,-,-,-,-,-,-,-,-,-,-
R2023040406806,-,-,-,-,-,-,-,-,-,-
R2023040406807,-,-,-,-,-,-,-,-,-,-
R2023040406808,-,-,-,-,-,-,-,-,-,-
R2023040406809,-,-,-,-,-,-,-,-,-,-
R2023040406810,-,-,-,-,-,-,-,-,-,-
R2023040406811,-,-,-,-,-,-,-,-,-,-
R2023040406812,-,-,-,-,-,-,-,-,-,-
R2023040406813,-,-,-,-,-,-,-,-,-,-
R2023040406814,-,-,-,-,-,-,-,-,-,-
R2023040406815,-,-,-,-,-,-,-,-,-,-
R2023040406816,-,-,-,-,-,-,-,-,-,-
R2023040406817,-,-,-,-,-,-,-,-,-,-
R2023040406818,-,-,-,-,-,-,-,-,-,-
R2023040406819,-,-,-,-,-,-,1,-,-,-
R2023040406820,-,-,-,-,-,-,-,-,-,-
R2023040406821,-,-,-,-,-,-,-,-,-,-
R2023040406822,-,-,-,-,-,-,-,-,-,-
R2023040406823,-,-,-,-,-,-,-,-,-,-
R2023040406824,-,-,-,-,-,-,-,-,-,-
R2023040406825,-,-,-,-,-,-,-,-,-,-
R2023040406826,-,-,-,-,-,-,-,-,-,-
R2023040406827,-,-,-,-,-,-,-,-,-,-
R2023040406828,-,-,-,-,-,-,-,-,-,-
R2023040406829,-,-,-,-,-,-,-,-,-,-
R2023040406830,-,060~100,1,-,-,-,-,-,-,-
R2023040406831,-,-,-,-,-,-,-,-,-,-
R2023040406832,-,-,-,-,-,-,-,-,-,-
R2023040406833,-,-,-,-,-,-,-,-,-,-
R2023040406834,-,-,-,-,-,-,-,-,-,-
R2023040406835,-,-,-,-,-,-,-,-,-,-
R2023040406836,-,-,-,-,-,-,-,-,-,-
R2023040406837,-,-,-,-,-,-,-,-,-,-
R2023040406838,-,-,-,-,-,-,-,-,-,-
R2023040406839,-,-,-,-,-,-,1,-,-,-
R2023040406840,-,-,-,-,-,-,-,-,-,-
R2023040406841,-,-,-,-,-,-,-,-,-,-
R2023040406842,-,-,-,-,-,-,-,-,1,1
R2023040406843,-,-,-,-,-,-,-,-,-,-
R2023040406844,-,000~030,-,-,-,-,-,-,-,1
R2023040406845,-,-,-,-,-,-,-,-,-,-
R2023040406846,-,-,-,-,-,-,-,-,-,-
R2023040406847,-,-,-,-,-,-,-,-,-,-
R2023040406848,-,-,-,-,-,-,-,-,-,-
R2023040406849,-,-,-,-,-,-,-,-,-,-
R2023040406850,-,-,-,-,-,-,-,-,-,-
R2023040406851,-,-,-,-,-,-,-,-,-,-
R2023040406852,-,-,-,-,-,-,-,-,-,-
R2023040406853,-,-,-,-,-,-,-,-,-,-
R2023040406854,-,-,-,-,-,-,-,-,-,-
R2023040406855,-,-,-,-,-,-,-,-,-,-
R2023040406856,-,-,-,-,-,-,-,-,-,-
R2023040406857,-,-,-,-,-,-,-,-,-,-
R2023040406858,-,-,-,-,-,-,-,-,-,-
R2023040406859,-,-,-,-,-,-,-,-,-,-
R2023040406860,-,-,-,-,-,-,-,-,-,-
R2023040406861,-,-,-,-,-,-,-,-,-,-
R2023040406862,-,-,-,-,-,-,-,-,-,-
R2023040406863,-,-,-,-,-,-,-,-,-,-
R2023040406864,-,000~100,-,-,-,-,-,-,1,-
R2023040406865,-,-,-,-,-,-,-,-,-,-
R2023040406866,-,-,-,-,-,-,-,-,-,-
R2023040406867,-,-,-,-,-,-,-,-,-,-
R2023040406868,-,-,-,-,-,-,-,-,-,-
R2023040406869,-,-,-,-,-,-,-,-,-,-
R2023040406870,-,-,-,-,-,-,-,-,-,-
R2023040406871,-,-,-,-,-,-,-,-,-,-
R2023040406872,-,-,-,-,-,-,-,-,-,-
R2023040406873,-,-,-,-,-,-,-,-,-,-
R2023040406874,-,-,-,-,-,-,-,-,-,-
R2023040406875,-,-,-,-,-,-,-,-,-,-
R2023040406876,-,-,-,-,-,-,-,-,-,-
R2023040406877,-,000~150,-,-,-,-,-,-,-,-
R2023040406878,-,-,-,-,-,-,-,-,-,-
R2023040406879,-,000~150,-,-,-,-,-,-,-,-
R2023040406880,-,-,-,-,-,-,-,-,-,-
R2023040406881,-,000~150,-,-,-,-,-,-,-,-
R2023040406882,-,-,-,-,-,-,-,-,-,-
R2023040406883,-,-,-,-,-,-,-,-,-,-
R2023040406884,-,-,-,-,-,-,-,-,-,-
R2023040406885,-,-,-,-,-,-,-,-,-,-
R2023040406886,-,-,-,-,-,-,-,-,-,-
R2023040406887,-,-,-,-,-,-,-,-,-,-
R2023040406888,-,-,-,-,-,-,-,-,-,-
R2023040406889,-,-,-,-,-,-,-,-,-,-
R2023040406890,-,-,-,-,-,-,-,-,-,-
R2023040406891,-,-,-,-,-,-,-,-,-,-
R2023040406892,-,-,-,-,-,-,-,-,-,-
R2023040406893,-,-,-,-,-,-,-,-,-,-
R2023040406894,-,-,-,-,-,-,-,-,-,-
R2023040406895,-,-,-,-,-,-,-,-,-,-
R2023040406896,-,-,-,-,-,-,-,-,-,-
R2023040406897,-,-,-,-,-,-,-,-,-,-
R2023040406898,-,000~100,-,-,-,-,-,-,1,-
R2023040406899,-,-,-,-,-,-,-,-,-,-
R2023040406900,-,-,-,-,-,-,-,-,-,-
R2023040406901,-,-,-,-,-,-,-,-,-,-
R2023040406902,-,-,-,-,-,-,-,-,-,-
R2023040406903,-,-,-,-,-,-,-,-,-,-
R2023040406904,-,-,-,-,-,-,-,-,-,-
R2023040406905,-,-,-,-,-,-,-,-,-,-
R2023040406906,-,-,-,-,-,-,-,-,-,-
R2023040406907,-,-,-,-,-,-,-,-,-,-
R2023040406908,-,-,-,-,-,-,-,-,-,-
R2023040406909,-,-,-,-,-,-,-,-,-,-
R2023040406910,-,-,-,-,-,-,-,-,-,-
R2023040406911,-,-,-,-,-,-,-,-,-,-
R2023040406912,-,-,-,-,-,-,-,-,-,-
R2023040406913,-,-,-,-,-,-,-,-,-,-
R2023040406914,-,-,-,-,-,-,-,-,-,-
R2023040406915,-,-,-,-,-,-,-,-,-,-
R2023040406916,-,-,-,-,-,-,-,-,-,-
R2023040406917,-,-,-,-,-,-,-,-,-,-
R2023040406918,-,-,1,-,-,-,-,-,-,-
R2023040406919,-,-,-,-,-,-,-,-,-,-
R2023040406920,-,-,-,-,-,-,-,-,-,-
R2023040406921,-,-,-,-,-,-,-,-,-,-
R2023040406922,-,-,-,-,-,-,-,-,-,-
R2023040406923,-,-,-,-,-,-,-,-,-,-
R2023040406924,-,-,-,-,-,-,-,-,-,-
R2023040406925,-,-,-,-,-,-,-,-,-,-
R2023040406926,-,-,-,-,-,1,-,-,-,-
R2023040406927,-,-,-,-,-,-,-,-,-,-
R2023040406928,-,-,-,-,-,-,-,-,-,-
R2023040406929,-,-,-,-,-,-,-,-,-,-
R2023040406930,-,-,-,-,-,-,-,-,-,-
R2023040406931,-,-,-,-,-,-,-,-,-,-
R2023040406932,-,-,-,-,-,-,-,-,-,-
R2023040406933,-,-,-,-,-,-,-,-,-,-
R2023040406934,-,-,-,-,-,-,-,-,-,-
R2023040406935,-,-,-,-,-,-,-,-,-,-
R2023040406936,-,-,-,-,-,-,-,-,-,-
R2023040406937,-,000~065,-,-,1,-,-,-,-,-
R2023040406938,-,-,-,-,-,-,-,-,-,-
R2023040406939,-,-,-,-,-,-,-,-,-,-
R2023040406940,-,-,-,-,-,-,-,-,-,-
R2023040406941,-,000~140,-,-,-,-,-,-,-,-
R2023040406942,-,-,-,-,-,-,-,-,-,-
R2023040406943,-,-,-,-,-,-,-,-,-,-
R2023040406944,-,-,-,-,-,-,-,-,-,-
R2023040406945,-,-,1,-,-,-,-,-,-,-
R2023040406946,-,-,1,-,-,-,-,-,-,-
R2023040406947,-,-,1,-,-,-,-,-,-,-
R2023040406948,-,-,-,-,-,-,-,-,-,-
R2023040406949,-,-,-,-,-,-,-,-,-,-
R2023040406950,-,-,-,-,-,-,-,-,-,-
R2023040406951,-,-,-,-,-,-,-,-,-,-
R2023040406952,-,-,-,-,-,-,-,-,-,-
R2023040406953,-,-,-,-,-,-,-,-,-,-
R2023040406954,-,-,-,-,-,-,-,-,-,-
R2023040406955,-,-,-,-,-,-,-,-,-,-
R2023040406956,-,-,-,-,-,-,-,-,-,-
R2023040406957,-,-,-,-,-,-,-,-,-,-
R2023040406958,-,-,-,-,-,-,-,-,-,-
R2023040406959,-,-,-,-,-,-,-,-,-,-
R2023040406960,-,-,-,-,-,-,-,-,-,-
R2023040406961,-,-,-,-,-,-,-,-,-,-
R2023040406962,-,-,-,-,-,-,-,-,-,-
R2023040406963,-,-,-,2,-,-,-,-,-,-
R2023040406964,-,-,-,-,-,-,-,-,-,-
R2023040406965,-,-,-,-,-,-,-,-,-,-
R2023040406966,-,-,-,-,-,-,-,-,-,-
R2023040406967,-,-,-,-,-,-,-,-,-,-
R2023040406968,-,-,-,-,-,-,-,-,-,-
R2023040406969,-,-,-,-,-,-,-,-,-,-
R2023040406970,-,-,-,-,-,-,-,-,-,-
R2023040406971,-,-,-,-,-,-,-,-,-,-
R2023040406972,-,-,-,-,-,-,-,-,-,-
R2023040406973,-,-,-,-,-,-,-,-,-,-
R2023040406974,-,-,-,-,-,-,-,-,-,-
R2023040406975,-,-,-,-,-,-,-,-,-,-
R2023040406976,-,-,-,-,-,-,-,-,-,-
R2023040406977,-,-,-,-,-,-,-,-,-,-
R2023040406978,-,-,-,-,-,-,-,-,-,-
R2023040406979,-,-,-,-,-,-,-,-,-,-
R2023040406980,-,-,-,-,-,-,-,-,-,-
R2023040406981,-,-,-,-,-,-,-,-,-,-
R2023040406982,-,-,-,-,-,-,-,-,-,-
R2023040406983,-,-,-,-,-,-,-,-,-,-
R2023040406984,-,-,-,-,-,-,-,-,-,-
R2023040406985,-,-,-,-,-,-,-,-,-,-
R2023040406986,-,-,-,-,-,-,-,-,-,-
R2023040406987,-,-,-,-,-,-,-,-,-,-
R2023040406988,-,-,-,-,-,-,-,-,-,-
R2023040406989,-,-,-,-,-,-,-,-,-,-
R2023040406990,-,-,-,-,-,-,-,-,-,-
R2023040406991,-,-,-,-,-,-,-,-,-,-
R2023040406992,-,-,-,-,-,-,-,-,-,-
R2023040406993,-,-,-,-,-,-,-,-,-,-
R2023040406994,-,-,-,-,-,-,-,-,-,-
R2023040406995,-,-,-,-,-,-,-,-,-,-
R2023040406996,-,-,-,-,-,-,-,-,-,-
R2023040406997,-,-,-,-,-,-,-,-,-,-
R2023040406998,-,-,-,-,-,-,-,-,-,-
R2023040406999,-,-,-,-,-,-,-,-,-,-
R2023040407000,-,-,-,-,-,-,-,-,-,-
R2023040407001,-,-,-,-,-,-,-,-,-,-
R2023040407002,-,-,-,-,-,-,-,-,-,-
R2023040407003,-,-,-,-,-,-,-,-,-,-
R2023040407004,-,-,-,-,-,-,-,-,-,-
R2023040407005,-,-,-,-,-,-,-,-,-,-
R2023040407006,-,-,-,-,-,-,-,-,-,-
R2023040407007,-,-,-,-,-,-,-,-,-,-
R2023040407008,-,-,-,-,-,-,-,-,-,-
R2023040407009,-,-,-,-,-,-,-,-,-,-
R2023040407010,-,-,1,-,-,1,-,-,-,-
R2023040407011,-,-,-,-,-,-,-,-,-,-
R2023040407012,-,-,-,-,-,-,-,-,-,-
R2023040407013,-,-,-,-,-,-,-,-,-,-
R2023040407014,-,-,-,-,-,-,-,-,-,-
R2023040407015,-,-,-,-,-,-,-,-,-,-
R2023040407016,-,-,-,-,-,-,-,-,-,-
R2023040407017,-,-,-,-,-,-,-,-,-,-
R2023040407018,-,000~150,-,-,-,-,-,-,-,-
R2023040407019,-,-,-,-,-,-,-,-,-,-
R2023040407020,-,000~100,-,-,-,-,-,-,1,-
R2023040407021,-,-,-,-,-,-,-,-,-,-
R2023040407022,-,-,-,-,-,-,-,-,-,-
R2023040407023,-,-,-,-,-,-,-,-,-,-
R2023040407024,-,-,-,-,-,-,-,-,-,-
R2023040407025,-,-,-,-,-,-,-,-,-,-
R2023040407026,-,-,-,-,-,-,-,-,-,-
R2023040407027,-,-,-,-,-,-,-,-,-,-
R2023040407028,-,-,-,-,-,-,-,-,-,-
R2023040407029,-,-,-,-,-,-,-,-,-,-
R2023040407030,-,-,-,-,-,-,-,-,-,-
R2023040407031,-,-,-,-,-,-,-,-,-,-
R2023040407032,-,-,-,-,-,-,-,-,-,-
R2023040407033,-,-,-,-,-,-,-,-,-,-
R2023040407034,-,-,-,-,-,-,-,-,-,-
R2023040407035,-,-,-,-,-,-,-,-,-,-
R2023040407036,-,-,-,-,-,-,-,-,-,-
R2023040407037,-,-,-,-,-,-,-,-,-,-
R2023040407038,-,-,-,-,-,-,-,-,-,-
R2023040407039,-,-,-,-,-,1,-,-,-,-
R2023040407040,-,-,-,-,-,-,-,-,-,-
R2023040407041,-,-,-,-,-,-,-,-,-,-
R2023040407042,-,-,-,-,-,-,-,-,-,-
R2023040407043,-,-,-,-,-,-,-,-,-,-
R2023040407044,-,-,-,-,-,-,1,-,-,-
R2023040407045,-,-,-,-,-,-,-,-,-,-
R2023040407046,-,-,-,-,-,-,-,-,-,-
R2023040407047,-,-,-,-,-,-,-,-,-,-
R2023040407048,-,-,-,-,-,-,-,-,-,-
R2023040407049,-,-,-,-,-,-,-,-,-,-
R2023040407050,-,-,-,-,-,-,-,-,-,-
R2023040407051,-,-,-,-,-,-,-,-,-,-
R2023040407052,-,-,-,-,-,-,-,-,-,-
R2023040407053,-,-,-,-,-,-,-,-,-,-
R2023040407054,-,-,-,-,-,-,-,-,-,-
R2023040407055,-,-,-,-,-,-,-,-,-,-
R2023040407056,-,-,-,-,-,-,-,-,-,-
R2023040407057,-,-,-,-,-,-,-,-,-,-
R2023040407058,-,-,-,-,-,-,-,-,-,-
R2023040407059,-,-,-,-,-,-,-,-,-,-
R2023040407060,-,-,-,-,-,-,-,-,-,-
R2023040407061,-,-,-,-,-,-,-,-,-,-
R2023040407062,-,-,-,-,-,-,-,-,-,-
R2023040407063,-,-,-,-,-,-,-,-,-,-
R2023040407064,-,-,-,-,-,-,-,-,-,-
R2023040407065,-,-,-,-,-,-,-,-,-,-
R2023040407066,-,-,-,-,-,-,-,-,-,-
R2023040407067,-,-,-,-,-,-,-,-,-,-
R2023040407068,-,-,-,-,-,-,-,-,-,-
R2023040407069,-,-,-,-,-,-,-,-,-,-
R2023040407070,-,-,-,-,-,-,-,-,-,-
R2023040407071,-,-,-,-,-,-,-,-,-,-
R2023040407072,-,-,-,-,-,-,-,-,-,-
R2023040407073,-,-,-,-,-,-,-,-,-,-
R2023040407074,-,-,-,-,-,-,-,-,-,-
R2023040407075,-,-,-,-,-,-,-,-,-,-
R2023040407076,-,-,-,-,-,-,-,-,-,-
R2023040407077,-,-,-,-,-,-,-,-,-,-
R2023040407078,-,-,-,-,-,-,-,-,-,-
R2023040407079,-,-,-,-,-,-,-,-,-,-
R2023040407080,-,-,-,-,-,-,-,-,-,-
R2023040407081,-,-,-,-,-,-,-,-,-,-
R2023040407082,-,-,-,-,-,1,-,-,-,-
R2023040407083,-,-,-,-,-,-,-,-,-,-
R2023040407084,-,-,-,-,-,-,-,-,-,-
R2023040407085,-,-,-,-,-,-,-,-,-,-
R2023040407086,-,-,-,-,-,-,-,-,-,-
R2023040407087,-,-,-,-,-,-,-,-,-,-
R2023040407088,-,-,-,-,-,-,-,-,-,-
R2023040407089,-,-,-,-,-,-,-,-,-,-
R2023040407090,-,-,-,-,-,-,-,-,-,-
R2023040407091,-,-,-,-,-,-,-,-,-,-
R2023040407092,-,-,-,-,-,-,-,-,-,-
R2023040407093,-,-,-,-,-,-,-,-,-,-
R2023040407094,-,-,-,-,-,-,-,-,-,-
R2023040407095,-,-,-,-,-,-,-,-,-,-
R2023040407096,-,-,-,-,-,-,-,-,-,-
R2023040407097,-,-,-,-,-,-,-,-,-,-
R2023040407098,-,-,-,-,-,-,-,-,-,-
